,abv,ibu,id,name,style,brewery_id,ounces
843,0.068,65,1399,Heal the Bay IPA,American IPA,240,16
844,0.059,60,1296,Point the Way IPA,American IPA,240,12
845,0.05,,1034,Cabrillo Kölsch,Kölsch,240,16
846,0.055,20,991,Get Up Offa That Brown,American Brown Ale,240,16
847,0.08,70,750,Burning Bush Smoked IPA,American IPA,240,16
848,0.08,70,749,Wolf Among Weeds IPA (2012),American IPA,240,16
849,0.059,60,549,Point the Way IPA (2012),American IPA,240,16
850,0.046,15,548,Golden Road Hefeweizen (2012),Hefeweizen,240,16
851,0.07,11,2587,Vanilla Porter,American Porter,39,16
852,0.07,70,1109,Descender IPA,American IPA,464,12
853,0.06,18,1108,Sweet As Pacific Ale,American Pale Wheat Ale,464,12
854,0.056,36,1000,Good People Pale Ale,American Pale Ale (APA),478,12
855,0.06,54,311,Coffee Oatmeal Stout,Oatmeal Stout,478,12
856,0.06,64,309,Good People IPA,American IPA,478,12
857,0.058,36,308,Good People American Brown Ale,American Brown Ale,478,12
858,0.055,40,2205,Mountain Rescue Pale Ale,American Pale Ale (APA),194,12
859,0.059,55,2198,Goose Island India Pale Ale,American IPA,196,12
860,0.054,30,2457,312 Urban Pale Ale,American Pale Ale (APA),88,16
861,0.054,30,2202,312 Urban Pale Ale,American Pale Ale (APA),88,12
862,0.042,18,2201,312 Urban Wheat Ale,American Pale Wheat Ale,88,16
863,0.042,18,1829,312 Urban Wheat Ale,American Pale Wheat Ale,88,12
864,0.042,20,581,312 Urban Wheat Ale (2012),American Pale Wheat Ale,88,12
865,0.052,19,1383,Beaver Logger,American Pale Lager,420,12
866,0.05,,477,White Water Wheat,American Pale Wheat Ale,536,12
867,0.052,,476,Grand Canyon American Pilsner,American Pilsner,536,12
868,0.054,,143,Grand Canyon Sunset Amber Ale,American Amber / Red Ale,536,12
869,,,142,Black Iron India Pale Ale,American IPA,536,12
870,0.043,21,2129,Monarch Classic American Wheat,American Pale Wheat Ale,213,12
871,0.049,21,2127,Sir William's English Brown Ale,English Brown Ale,213,12
872,0.055,35,2126,Lakefire Rye Pale Ale,American Pale Ale (APA),213,12
873,0.053,22,2303,Beer Agent Re-Ignition,American Blonde Ale,165,16
874,0.057,18,1990,Cherry Ale,Fruit / Vegetable Beer,165,16
875,0.056,33,1702,Bourbon Barrel Aged Coconut Porter,American Porter,165,16
876,0.062,60,1701,Great Crescent IPA,American IPA,165,16
877,0.057,27,1700,Aurora Lager,Dortmunder / Export Lager,165,16
878,0.053,22,1699,Great Crescent Blonde Ale,American Blonde Ale,165,16
879,0.056,33,1269,Great Crescent Coconut Porter,American Porter,165,16
880,0.057,25,930,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,165,16
881,0.045,36,649,Great Crescent Brown Ale,American Brown Ale,165,16
882,0.057,18,639,Cherry Ale (1),Fruit / Vegetable Beer,165,16
883,0.057,27,626,Aurora Lager (2011),Dortmunder / Export Lager,165,16
884,0.06,25,615,Frosted Fields Winter Wheat,American Dark Wheat Ale,165,16
885,0.051,13,478,Great Crescent Belgian Style Wit,Witbier,165,16
886,0.075,65,455,Bourbon's Barrel Stout,American Stout,165,16
887,0.08,66,442,Great Crescent Stout,English Stout,165,16
888,0.056,33,441,Great Crescent Coconut Porter (2012),American Porter,165,16
889,0.057,23,440,Great Crescent Dark Lager,Euro Dark Lager,165,16
890,0.042,26,439,Great Crescent Mild Ale,English Dark Mild Ale,165,16
891,0.062,60,436,Great Crescent IPA (2011),American IPA,165,16
892,0.053,22,389,Great Crescent Blonde Ale (2011),American Blonde Ale,165,16
893,0.05,,2650,Denver Pale Ale (Artist Series No. 1),American Pale Ale (APA),6,12
894,0.061,,2648,Whitewater,American Pale Wheat Ale,6,12
895,0.071,,2647,Rumble,American IPA,6,12
896,0.083,,2646,Orabelle,Tripel,6,12
897,0.05,,2645,Lasso,American IPA,6,12
898,0.073,,2643,Colette,Saison / Farmhouse Ale,6,12
899,0.071,,2642,Titan IPA,American IPA,6,12
900,0.045,15,404,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,543,24
901,0.045,15,164,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,543,12
902,0.052,49,1923,Commotion APA,American Pale Ale (APA),269,12
903,0.052,,1922,Southern Drawl Pale Lager,American Pale Lager,269,12
904,0.05,5,1604,Chickawawa Lemonale,Fruit / Vegetable Beer,365,12
905,0.07,22,1574,Barrel Aged Farmer,American Brown Ale,365,16
906,0.048,,1446,Great River Golden Ale,American Blonde Ale,365,12
907,0.048,,1275,Dirty Blonde Chocolate Ale,American Blonde Ale,365,12
908,0.048,20,1244,Dos Pistolas,Vienna Lager,365,12
909,0.05,30,1064,Owney Irish Style Red Ale,Irish Red Ale,365,16
910,0.06,,1028,Aaah Bock Lager,Vienna Lager,365,16
911,0.055,10,865,Widespread Wit,Witbier,365,16
912,0.054,30,864,Roller Dam Red Ale,Irish Red Ale,365,16
913,0.053,48,863,483 Pale Ale,American Pale Ale (APA),365,16
914,0.07,22,655,Farmer Brown Ale,American Brown Ale,365,16
915,0.07,70,540,Big Cock IPA,American IPA,365,16
916,0.059,25,539,Oktoberfest,Märzen / Oktoberfest,365,16
917,0.048,25,517,40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,365,16
918,0.06,36,371,Redband Stout,American Stout,365,16
919,0.053,48,190,483 Pale Ale (2010),American Pale Ale (APA),365,16
920,0.054,30,189,Roller Dam Red Ale (2010),Irish Red Ale,365,16
921,0.05,30,1106,Pablo Beach Pale Ale,American Pale Ale (APA),466,12
922,0.057,44,2314,Wild Trail Pale Ale,American Pale Ale (APA),156,12
923,0.067,71,2313,Mothman Black IPA,American Black Ale,156,12
924,0.058,,2461,Autumn Winds Fest Beer,Märzen / Oktoberfest,86,16
925,0.058,,1567,Autumn Winds,Märzen / Oktoberfest,379,16
926,0.06,54,1505,Flying Jenny Extra Pale Ale,American Pale Ale (APA),379,12
927,0.04,20,1186,Hazy Day Belgian-Style Wit,Witbier,379,16
928,0.055,,1185,Bring Back the Beach Blonde Ale,American Blonde Ale,379,16
929,0.06,34,984,Leaning Chimney Smoked Porter,American Porter,379,16
930,0.06,54,693,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),379,12
931,0.049,22,631,Flagship Ale,Cream Ale,379,12
932,0.045,6,2375,Mr. Blue Sky,American Pale Wheat Ale,124,16
933,0.065,,2143,3 Scrooges,Winter Warmer,124,16
934,0.05,25,2142,Screamin’ Pumpkin,Pumpkin Ale,124,16
935,0.05,35,2141,Grand Trunk Bohemian Pils,Czech Pilsener,124,16
936,0.065,25,2140,El Rojo,American Amber / Red Ale,124,16
937,0.075,,2139,Norm's Raggedy Ass IPA,American IPA,124,16
938,0.05,35,2138,Grind Line,American Pale Ale (APA),124,16
939,0.04,55,2007,Norm's Gateway IPA,American IPA,124,12
940,0.063,43,2339,Little Red Cap,Altbier,144,12
941,0.069,67,1857,Supergoose IPA,American IPA,290,12
942,0.047,,1440,Hale's Pale American Ale,American Pale Ale (APA),290,12
943,0.07,,1753,Heyoka IPA,American IPA,327,16
944,0.08,,1448,Guest Lager,American Double / Imperial Pilsner,327,16
945,0.057,,1134,Pony Pilsner,German Pilsener,327,16
946,0.055,,1066,Akari Shogun American Wheat Ale,American Pale Wheat Ale,327,16
947,0.06,,849,Meat Wave,English India Pale Ale (IPA),327,16
948,0.06,,352,Over Ale,American Brown Ale,327,16
949,0.042,,149,Gossamer Golden Ale,American Blonde Ale,327,16
950,0.052,,148,Daisy Cutter Pale Ale,American Pale Ale (APA),327,16
951,0.07,40,2026,Pursuit,American IPA,248,12
952,0.052,18,1361,Half Full Bright Ale,American Blonde Ale,248,12
953,0.046,17,1016,Orange Wheat,Fruit / Vegetable Beer,476,12
954,0.043,14,1015,Hangar 24 Helles Lager,Munich Helles Lager,476,12
955,0.075,70,1677,The Great Return,American IPA,343,16
956,0.044,18,1331,Hardywood Cream Ale,Cream Ale,343,12
957,0.056,55,1270,Capital Trail Pale Ale,American Pale Ale (APA),343,12
958,0.052,15,2059,UFO Gingerland,Herbed / Spiced Beer,234,12
959,0.062,45,1653,The Long Thaw White IPA,American White IPA,234,12
960,0.048,,1558,Honey Cider,Cider,234,12
961,0.05,28,1380,Harpoon Summer Beer,Kölsch,234,12
962,0.059,42,1379,Harpoon IPA,American IPA,234,12
963,0.172,,3691,Chamisul Fresh,Soju,993,12.17
964,0.059,20,1340,UFO Pumpkin,Pumpkin Ale,234,12
965,0.055,30,1313,Harpoon Octoberfest,Märzen / Oktoberfest,234,12
966,0.059,42,770,Harpoon IPA (2012),American IPA,234,12
967,0.05,28,769,Harpoon Summer Beer (2012),Kölsch,234,12
968,0.048,10,610,UFO White,American Pale Wheat Ale,234,12
969,0.05,28,192,Harpoon Summer Beer (2010),Kölsch,234,12
970,0.059,42,126,Harpoon IPA (2010),American IPA,234,12
971,,,506,Great Falls Select Pale Ale,American Blonde Ale,535,12
972,0.048,,181,Beltian White,Witbier,535,12
973,0.049,,2183,Kaua'i Golden Ale,American Blonde Ale,204,12
974,0.054,,2182,Sunset Amber,American Pale Ale (APA),204,12
975,0.064,,2181,Hapa Brown Ale,American Brown Ale,204,19.2
976,0.064,,2180,Hapa Brown Ale,American Brown Ale,204,12
977,0.083,,2179,Southern Cross,Flanders Red Ale,204,19.2
978,0.076,65,1895,Groupe G,Belgian IPA,280,16
979,0.062,40,1894,Pt. Bonita Rustic Lager,American Pale Lager,280,16
980,0.072,45,990,Loose Cannon,American IPA,479,12
981,0.06,30,989,AARGHtoberfest!,Märzen / Oktoberfest,479,12
982,0.06,,988,Davy Jones Lager,Cream Ale,479,12
983,0.063,30,1351,Grazias,Cream Ale,423,16
984,0.08,86,1346,Habitus IPA,American IPA,423,16
985,0.063,21,2295,The Golden One,American Pilsner,168,12
986,0.07,68,2294,The Power of Zeus,American Pale Ale (APA),168,12
987,0.044,22,824,Tonganoxie Honey Wheat,American Pale Wheat Ale,500,12
988,0.045,,616,Oregon Trail Unfiltered Raspberry Wheat,Fruit / Vegetable Beer,500,12
989,0.055,,96,Annie's Amber Ale,American Amber / Red Ale,500,12
990,0.045,32,1615,The 12th Can™,American Pale Ale (APA),362,16
991,0.055,34,889,Hilliard's Pils,Czech Pilsener,362,16
992,0.049,20,724,Hilliard's Blonde,American Blonde Ale,362,16
993,0.055,60,497,Hilliard's Amber Ale,American Amber / Red Ale,362,16
994,0.066,30,496,Hilliard's Saison,Saison / Farmhouse Ale,362,16
995,0.042,,1652,White Cap White IPA,American White IPA,349,16
996,0.042,25,1835,Provision,Saison / Farmhouse Ale,297,12
997,0.047,28,1834,One Nut Brown,American Brown Ale,297,12
998,0.058,45,1833,Hop Farm IPA,American IPA,297,12
999,0.049,20,2195,Double D Blonde,American Blonde Ale,198,12
1000,0.078,60,1605,Festeroo Winter Ale,American Strong Ale,198,12
1001,0.063,70,1543,Proxima IPA,American IPA,198,12
1002,0.049,20,1390,Double D Blonde (2013),American Blonde Ale,198,12
1003,0.048,13,1354,541 American Lager,American Pale Lager,198,12
1004,0.065,90,1353,Alphadelic IPA,American IPA,198,12
1005,0.065,90,499,Alphadelic IPA (2011),American IPA,198,12
1006,0.049,20,498,Double D Blonde (2011),American Blonde Ale,198,12
1007,0.07,,1501,Green House India Pale Ale,American IPA,395,12
1008,0.051,,1004,The One They Call Zoe,American Pale Lager,395,12
1009,0.051,40,502,Alteration,Altbier,395,12
1010,0.06,50,501,Pale Dog,American Pale Ale (APA),395,12
1011,0.065,,2357,Porter Culture,American Porter,136,12
1012,0.068,,2483,Hard Cider,Cider,80,16
1013,0.039,20,2400,Nonstop Hef Hop,American Pale Wheat Ale,80,16
1014,0.039,20,2399,Nonstop Hef Hop,American Pale Wheat Ale,80,16
1015,0.039,20,2398,Nonstop Hef Hop,American Pale Wheat Ale,80,16
1016,0.039,20,2397,Nonstop Hef Hop,American Pale Wheat Ale,80,16
1017,0.039,20,2396,Nonstop Hef Hop,American Pale Wheat Ale,80,16
1018,0.039,20,2395,Nonstop Hef Hop,American Pale Wheat Ale,80,16
1019,0.039,20,2394,Nonstop Hef Hop,American Pale Wheat Ale,80,16
1020,0.039,20,2393,Nonstop Hef Hop,American Pale Wheat Ale,80,16
1021,0.039,20,2392,Nonstop Hef Hop,American Pale Wheat Ale,80,16
1022,0.039,20,2391,Nonstop Hef Hop,American Pale Wheat Ale,80,16
1023,0.039,20,2390,Nonstop Hef Hop,American Pale Wheat Ale,80,16
1024,0.039,20,2389,Nonstop Hef Hop,American Pale Wheat Ale,80,16
1025,0.058,60,2388,Rise Up Red,American Amber / Red Ale,80,16
1026,0.058,35,2200,Survival Stout,American Stout,80,16
1027,0.066,75,2199,Hopworks IPA,American IPA,80,16
1028,0.073,70,2193,Abominable Winter Ale,American Strong Ale,80,16
1029,0.06,60,1398,Pigwar White India Pale Ale,American White IPA,80,16
1030,0.058,60,1085,Rise-Up Red (2014),American Amber / Red Ale,80,16
1031,0.073,70,916,Abominable Winter Ale (2012),American Strong Ale,80,16
1032,0.051,32,658,HUB Lager,Czech Pilsener,80,16
1033,0.066,75,653,Hopworks IPA (2012),American IPA,80,16
1034,0.056,,2385,Watermelon Wheat,American Pale Wheat Ale,120,12
1035,0.051,17,2384,Laka Laka Pineapple,Hefeweizen,120,12
1036,0.06,,2383,Oktoberfest,Märzen / Oktoberfest,120,16
1037,0.065,,1251,Trail Maker Pale Ale,American Pale Ale (APA),445,12
1038,0.055,,1250,Action Man Lager,Vienna Lager,445,12
1039,0.068,90,1903,Let It Ride IPA,American IPA,277,12
1040,0.065,22,1691,Stir Crazy Winter Ale,Winter Warmer,277,12
1041,0.05,10,1555,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,277,12
1042,0.046,27,1115,Shenanigans Summer Ale,American Pale Wheat Ale,277,12
1043,0.065,80,729,Midnight Ryder,American Black Ale,277,12
1044,0.054,45,728,Day Tripper Pale Ale,American Pale Ale (APA),277,12
1045,0.048,32,2350,Oklahoma Suks,American Amber / Red Ale,140,12
1046,0.055,42,2301,Power & Light,American Pale Ale (APA),140,12
1047,0.059,27,1904,White Rabbit ,Witbier,140,12
1048,0.058,58,2609,Tribute,American Pale Ale (APA),23,12
1049,0.07,75,2038,Infamous IPA,American IPA,242,12
1050,0.055,20,1774,Hijack,Cream Ale,242,12
1051,0.045,20,559,Jon Boat Coastal Ale,American Blonde Ale,527,12
1052,0.068,55,558,I-10 IPA,American IPA,527,12
1053,0.053,28,553,People's Pale Ale,American Pale Ale (APA),527,12
1054,0.049,,2376,Summer Ale,American Blonde Ale,123,12
1055,,,1784,Appreciation Ale,American IPA,316,16
1056,0.052,18,2673,House Lager,Keller Bier / Zwickel Bier,2,16
1057,0.048,15,2672,Leisure Time,American Pale Lager,2,12
1058,0.072,80,2671,Excess IPL,American India Pale Lager,2,16
1059,0.067,65,2670,Hoponius Union,American India Pale Lager,2,12
1060,0.049,45,2669,Calyptra,American India Pale Lager,2,12
1061,0.05,,1405,Helen's Blend,Cider,416,12
1062,0.051,,823,Jack's Hard Cider,Cider,416,12
1063,0.055,37,1793,Thunder Ann,American Pale Ale (APA),312,12
1064,0.055,,2453,Razz Wheat,Fruit / Vegetable Beer,92,12
1065,0.065,,2363,Hop Ryot,American IPA,92,12
1066,0.07,,689,Mystic Mama IPA,American IPA,92,12
1067,0.05,,688,Firefly Amber Ale,American Amber / Red Ale,92,12
1068,0.067,,687,Chomolungma Honey Nut Brown Ale,English Brown Ale,92,12
1069,0.069,,2408,Welcome to Scoville,American IPA,114,12
1070,,,2595,Bastian,American Strong Ale,32,12
1071,0.045,,2480,Healani,Hefeweizen,32,12
1072,0.055,,1525,Yabba Dhaba Chai Tea Porter,American Porter,32,12
1073,0.055,,1524,A Capella Gluten Free Pale Ale,American Pale Ale (APA),32,12
1074,0.06,,1523,Casper White Stout,American Blonde Ale,32,12
1075,0.06,,1254,JP's Ould Sod Irish Red IPA,American IPA,32,12
1076,0.05,15,2060,Weize Guy,Hefeweizen,233,12
1077,0.05,50,469,Fox Tail Gluten Free Ale,American Pale Ale (APA),233,12
1078,0.052,15,467,Joseph James American Lager,American Adjunct Lager,233,12
1079,0.071,,2163,Sucha Much IPA,American IPA,208,12
1080,0.075,24,2162,Lewbricator Wheat Dopplebock ,Doppelbock,208,12
1081,0.052,16,2374,Weisse Versa (2012),Hefeweizen,125,12
1082,0.058,25,1560,Mother in Lager,Munich Dunkel Lager,125,12
1083,0.055,40,1557,Weekend Warrior Pale Ale,American Pale Ale (APA),125,12
1084,0.055,25,1458,Karbachtoberfest,Märzen / Oktoberfest,125,12
1085,0.047,20,1235,Love Street Summer Seasonal (2014),Kölsch,125,12
1086,0.066,20,1068,Barn Burner Saison,Saison / Farmhouse Ale,125,12
1087,0.049,45,465,Sympathy for the Lager,American Amber / Red Lager,125,12
1088,0.052,15,464,Weisse Versa,Hefeweizen,125,12
1089,0.066,70,463,Hopadillo India Pale Ale,American IPA,125,12
1090,0.057,19,1678,KelSo Nut Brown Lager,Euro Dark Lager,342,12
1091,0.06,64,1572,KelSo India Pale Ale,American IPA,342,12
1092,0.055,23,1348,KelSo Pilsner,Czech Pilsener,342,12
1093,0.058,,1193,Skilak Scottish Ale,Scottish Ale,458,12
1094,0.05,15,1187,Peninsula Brewers Reserve (PBR),American Blonde Ale,458,12
1095,0.068,,349,Sunken Island IPA,American IPA,458,12
1096,0.058,,348,Skilak Scottish Ale (2011),Scottish Ale,458,12
1097,0.065,11,760,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,510,16
1098,0.065,65,759,Double Haul IPA (2009),American IPA,510,16
1099,0.065,65,758,Double Haul IPA (2006),American IPA,510,16
1100,0.055,50,87,Eddy Out Pale Ale,American Pale Ale (APA),510,16
1101,0.065,65,86,Double Haul IPA,American IPA,510,16
1102,0.065,11,85,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,510,16
1103,,,2472,U. P. Witbier,Witbier,84,12
1104,,,779,November Gale Pale Ale,American Pale Ale (APA),84,12
1105,,,364,Olde Ore Dock Scottish Ale,Scottish Ale,84,12
1106,,,60,Widow Maker Black Ale,American Brown Ale,84,12
1107,,,59,Lift Bridge Brown Ale,American Brown Ale,84,12
1108,,,58,Pick Axe Blonde Ale,American Blonde Ale,84,12
1109,,,57,Red Jacket Amber Ale,American Amber / Red Ale,84,12
1110,0.051,,2436,Amber Ale,American Amber / Red Ale,102,12
1111,0.055,,1706,King Street Pilsner,Czech Pilsener,102,12
1112,0.06,70,1667,King Street IPA,American IPA,102,12
1113,0.057,10,1666,King Street Hefeweizen,Hefeweizen,102,12
1114,0.049,,1665,King Street Blonde Ale,American Blonde Ale,102,12
1115,0.063,65,2460,India Pale Ale,American IPA,87,16
1116,0.048,11,2459,Blackberry Wheat,American Pale Wheat Ale,87,16
1117,0.046,18,1274,Longboard Island Lager,American Amber / Red Lager,439,24
1118,0.046,18,1220,Longboard Island Lager,American Amber / Red Lager,439,16
1119,0.046,18,1070,Longboard Island Lager,American Amber / Red Lager,439,12
1120,0.046,18,590,Longboard Island Lager,American Amber / Red Lager,439,12
1121,0.04,9,781,Choc Beer (2003),American Dark Wheat Ale,505,12
1122,0.08,,1637,Bellingham Beer Week 2013 Collaboration,Belgian Strong Dark Ale,354,16
1123,0.054,15,1741,A Slice of Hefen,Hefeweizen,332,16
1124,0.072,100,664,Elevated IPA,American IPA,332,16
1125,0.066,30,392,Rumspringa Golden Bock,Maibock / Helles Bock,545,12
1126,0.048,28,195,Lancaster German Style Kölsch,Kölsch,545,12
1127,0.045,,2547,Beach Cruiser,Hefeweizen,59,12
1128,0.068,,2493,I.P. Eh!,American IPA,59,12
1129,0.05,,2492,Schoolhouse Honey,American Amber / Red Ale,59,12
1130,0.055,,2491,10 Degrees of Separation,English Brown Ale,59,12
1131,0.05,12,2108,Laughing Dog Cream Ale,Cream Ale,218,12
1132,0.048,9,1397,Two-One Niner,American Pilsner,218,12
1133,0.064,66,1396,Laughing Dog IPA,American IPA,218,12
1134,0.064,95,1675,Madra Allta,American IPA,345,12
1135,0.056,70,1249,Duluchan India Pale Ale,American IPA,345,12
1136,0.05,,1445,Lazy Monk Bohemian Pilsner,Czech Pilsener,406,16
1137,0.051,,475,Yellowstone Golden Ale,Kölsch,537,12
1138,0.057,,474,Tumbleweed IPA,American IPA,537,12
1139,0.05,,473,Lewis & Clark Amber Ale,American Amber / Red Ale,537,12
1140,0.05,,472,Miner's Gold Hefeweizen,Hefeweizen,537,12
1141,0.057,,471,Back Country Scottish Ale,Scottish Ale,537,12
1142,0.052,30,2036,Getaway,German Pilsener,244,16
1143,0.06,30,1168,Farm Girl Saison,Saison / Farmhouse Ale,244,16
1144,0.058,40,1832,Adam's Stout,American Stout,298,12
1145,0.057,42,1688,American Hero,American Amber / Red Ale,298,12
1146,0.052,20,1687,Schweet Ale,Fruit / Vegetable Beer,298,12
1147,0.065,75,1686,Irregardless IPA,American IPA,298,12
1148,0.057,40,2434,Peach Pale Ale,American Pale Ale (APA),104,12
1149,0.06,,2332,Deadeye Jack,American Porter,149,12
1150,0.075,,2330,Pistols at Dawn,American Stout,149,16
1151,0.057,47,2329,Peacemaker Pale Ale,American Pale Ale (APA),149,12
1152,0.058,11,2327,Shotgun Betty,Hefeweizen,149,12
1153,0.061,30,2326,Sweet Josie,American Brown Ale,149,12
1154,0.059,42,1926,Long Trail IPA,English India Pale Ale (IPA),268,12
1155,0.046,30,1924,Long Trail Ale,American Amber / Red Ale,268,12
1156,0.072,33,1090,Double Bag,Altbier,268,16
1157,0.04,8,574,Blackbeary Wheat,Fruit / Vegetable Beer,268,12
1158,0.046,30,573,Long Trail Ale (1),Altbier,268,12
1159,0.046,8,2584,Gose,Gose,41,16
1160,0.048,20,2583,Vermont Pilsner,German Pilsener,41,16
1161,0.055,,2582,Mosaic Single Hop IPA,American IPA,41,16
1162,0.045,,2581,Lost Galaxy,American IPA,41,16
1163,0.062,65,1309,Face Plant IPA,American IPA,430,12
1164,0.056,55,1308,Rhino Chasers Pilsner,Czech Pilsener,430,12
1165,0.052,29,1571,Slow Hand Stout,American Stout,377,16
1166,0.062,,1204,Hips Don't Lie,Hefeweizen,456,16
1167,0.052,,1122,Ride Again Pale Ale,American Pale Ale (APA),456,16
1168,0.048,,700,The Farmer's Daughter,American Blonde Ale,456,16
1169,0.038,18,2033,Pub Ale,English Dark Mild Ale,245,12
1170,0.051,31,2032,Ballistic Blonde,Belgian Pale Ale,245,12
1171,0.054,,2311,Knotty Pine,American Pale Ale (APA),158,12
1172,0.053,20,1153,Lumberyard Pilsner,American Pilsner,158,12
1173,0.061,,355,Lumberyard IPA,American IPA,158,12
1174,0.058,,125,Lumberyard Red Ale,American Amber / Red Ale,158,12
1175,0.05,,962,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),485,12
1176,0.051,32,961,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,485,12
1177,0.05,,1475,Macon Progress Ale,American Pale Ale (APA),400,12
1178,0.055,,1008,Macon History Ale,American Brown Ale,400,12
1179,0.043,18,2209,Sol Drifter,American Blonde Ale,91,12
1180,0.079,18,1994,The Great Pumpcan,Fruit / Vegetable Beer,91,16
1181,0.047,11,1816,LIFT,Kölsch,91,12
1182,0.05,40,1815,SPRYE,American Pale Ale (APA),91,12
1183,0.069,70,1126,Psychopathy,American IPA,91,12
1184,0.07,32,1125,Gnarly Brown,American Brown Ale,91,12
1185,0.06,30,1124,Happy Amber,American Amber / Red Ale,91,12
1186,0.051,20,1813,#9,Fruit / Vegetable Beer,303,16
1187,0.055,13,1113,Elder Betty,Hefeweizen,303,12
1188,0.051,20,360,#9,Fruit / Vegetable Beer,303,12
1189,0.042,,511,High Country Pilsner (Current),German Pilsener,534,12
1190,0.065,,75,Epic IPA,American IPA,534,12
1191,0.042,,74,Golden Trout Pilsner,German Pilsener,534,12
1192,0.045,,73,Real McCoy Amber Ale (Current),American Amber / Red Ale,534,12
1193,0.072,,1628,Festivus (1),Winter Warmer,356,12
1194,0.067,,1626,Manayunk Oktoberfest,Märzen / Oktoberfest,356,12
1195,0.045,21,1625,Belgian Style Session Ale,Belgian Pale Ale,356,12
1196,0.055,,1624,Manayunk IPA,American IPA,356,12
1197,0.055,,1600,Yunkin' Punkin',Pumpkin Ale,356,12
1198,0.05,18,1484,Summer Paradise,American Pale Wheat Ale,356,12
1199,0.06,14,1355,Schuylkill Punch,Fruit / Vegetable Beer,356,12
1200,0.08,88,1673,Manzanita IPA,American IPA,346,12
1201,0.06,25,1672,Riverwalk Blonde Ale,American Blonde Ale,346,12
1202,0.066,44,1670,Manzanita Pale Ale,American Pale Ale (APA),346,12
1203,0.047,,1262,Marble Pilsner,German Pilsener,443,12
1204,0.062,,845,Marble India Pale Ale,American IPA,443,12
1205,0.072,,1783,Toughcats IPA,American IPA,317,16
1206,0.05,,1717,Tug Pale Ale,American Pale Ale (APA),317,16
1207,0.063,,1516,Ace Hole American Pale Ale,American Pale Ale (APA),317,16
1208,0.05,20,2308,River House,Saison / Farmhouse Ale,161,16
1209,0.065,47,2268,Pretzel Stout,American Stout,161,16
1210,0.05,35,2197,Rubberneck Red,American Amber / Red Ale,161,16
1211,0.08,,2120,The Imperial Texan,American Double / Imperial IPA,161,16
1212,0.08,,1234,The Imperial Texan,American Double / Imperial IPA,161,12
1213,0.05,,1233,Day Break 4-Grain Breakfast Beer,Rye Beer,161,16
1214,0.05,,1232,River House Saison,Saison / Farmhouse Ale,161,12
1215,0.065,,1231,There Will Be Stout,American Stout,161,12
1216,0.065,60,1831,Our Legacy IPA,American IPA,299,12
1217,0.042,,1359,Saranac Shandy,Shandy,299,12
1218,0.065,60,1135,Our Legacy IPA,American IPA,299,16
1219,0.051,,960,Saranac Golden Pilsener (2003),German Pilsener,299,12
1220,0.045,,959,Saranac Adirondack Light (2002),Light Lager,299,12
1221,0.045,,958,DAX Light (1998),Light Lager,299,12
1222,0.048,,957,Saranac Traditional Lager (2000),American Pale Lager,299,12
1223,0.047,,956,Pomegranate Wheat (2008),Fruit / Vegetable Beer,299,12
1224,0.05,12,773,Blueberry Blonde Ale,American Blonde Ale,299,12
1225,0.06,,686,Saranac White IPA,American IPA,299,12
1226,0.047,,453,Saranac Summer Ale (2011),American Pale Wheat Ale,299,12
1227,0.055,,150,Saranac Pale Ale (12 oz.),English Pale Ale,299,12
1228,0.055,,133,Saranac Pale Ale (16 oz.),English Pale Ale,299,16
1229,0.051,20,1578,Lahaina Town Brown,American Brown Ale,375,12
1230,0.055,,1429,Pau Hana Pilsner,Czech Pilsener,375,12
1231,0.05,,1271,Lemongrass Saison,Saison / Farmhouse Ale,375,12
1232,0.07,,713,Aloha B’ak’tun,Belgian Strong Dark Ale,375,12
1233,0.082,,712,Liquid Breadfruit,Fruit / Vegetable Beer,375,12
1234,0.06,24,690,Sobrehumano Palena'ole,American Amber / Red Ale,375,12
1235,0.05,12,547,La Perouse White,Witbier,375,12
1236,0.068,68,435,Flyin' HI.P.Hay,American IPA,375,12
1237,0.055,15,313,Mana Wheat,American Pale Wheat Ale,375,12
1238,0.045,18,33,Bikini Blonde Lager,Munich Helles Lager,375,12
1239,0.057,30,32,CoCoNut Porter,American Porter,375,12
1240,0.062,65,31,Big Swell IPA,American IPA,375,12
1241,0.037,34,1237,Pit Stop Chocolate Porter,American Porter,448,12
1242,0.037,21,1236,Pace Setter Belgian Style Wit,Witbier,448,12
1243,0.037,53,1047,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),448,12
1244,0.069,,1986,Bushwhacker Cider,Cider,254,16
1245,0.069,,1985,Weim-R-Iner,Cider,254,16
1246,0.069,,1984,Cherry Bomb,Cider,254,16
